"","","cl_lum","cl_den"
"17831",1.233,3,4
"17832",2.23,2,1
"17833",1.839,3,3
"17834",2.256,3,3
"17835",2.059,2,3
"17836",1.489,1,2
"17837",2.392,5,2
"17838",1.717,5,4
"17839",2.079,4,3
"17840",2.355,4,3
"17841",2.187,4,2
"17842",1.592,4,4
"17843",1.184,3,5
"17844",2.098,4,3
"17845",1.031,4,5
"17846",1.944,4,3
"17847",2.081,4,3
"17848",1.113,3,4
"17849",1.765,4,2
"17850",1.335,2,3
"17851",1.991,2,3
"17852",2.687,3,2
"17853",1.777,1,4
"17854",1.343,1,4
"17855",2.344,5,2
"17856",2.505,2,3
"17857",2.581,1,2
"17858",1.432,2,4
"17859",1.237,1,4
"17860",1.349,2,3
"17861",2.356,2,2
"17862",2.43,3,1
"17863",1.256,3,5
"17864",1.731,3,3
"17865",1.705,1,3
"17866",1.721,4,3
"17867",1.024,4,4
"17868",2.558,4,2
"17869",2.175,4,4
"17870",2.056,1,2
"17871",2.462,4,2
"17872",0.9846,4,5
"17873",1.421,1,3
"17874",2.455,1,2
"17875",1.294,4,5
"17876",2.548,4,2
"17877",1.537,4,5
"17878",2.412,4,3
"17879",2.006,1,3
"17880",1.939,2,3
"17881",2.015,2,2
"17882",1.383,3,3
"17883",1.6,2,2
"17884",0.9102,2,4
"17885",1.493,1,3
"17886",1.865,1,3
"17887",1.503,1,3
"17888",2.214,3,5
"17889",1.403,1,3
"17890",2.392,3,3
"17891",2.058,1,3
"17892",2.352,1,2
"17893",2.055,4,5
"17894",1.439,1,3
"17895",2.587,3,1
"17896",1.396,3,5
"17897",1.803,3,5
"17898",2.108,4,4
"17899",1.954,3,4
"17900",1.289,4,4
"17901",2.255,1,3
"17902",2.043,4,5
"17903",2.433,3,1
"17904",1.526,4,3
"17905",2.082,4,2
"17906",1.237,2,3
"17907",2.239,4,2
"17908",1.821,2,3
"17909",2.306,4,1
"17910",2.057,2,3
"17911",1.056,2,5
"17912",1.631,1,2
"17913",1.428,2,4
"17914",2.195,1,2
"17915",0.7438,3,5
"17916",2.549,2,2
"17917",1.969,2,4
"17918",2.386,3,4
"17919",1.596,1,3
"17920",1.866,5,3
"17921",2.398,4,4
"17922",1.496,4,3
"17923",2.604,3,1
"17924",2.343,3,5
"17925",2.424,2,3
"17926",1.761,1,2
"17927",2.545,4,2
"17928",2.279,4,3
"17929",2.193,3,4
"17930",1.942,3,3
"17931",1.597,1,4
"17932",1.596,3,5
"17933",2.409,3,4
"17934",1.214,3,2
"17935",1.887,1,4
"17936",1.513,1,3
"17937",1.15,2,4
"17938",2.091,3,5
"17939",1.862,2,3
"17940",1.621,2,2
"17941",2.437,4,3
"17942",1.609,4,3
"17943",2.298,3,4
"17944",2.181,2,2
"17945",1.789,3,2
"17946",2.193,2,2
"17947",1.698,1,3
"17948",2.577,1,2
"17949",1.208,3,3
"17950",1.735,1,4
"17951",2.393,1,2
"17952",2.38,1,2
"17953",2.264,1,3
"17954",2.096,3,5
"17955",1.642,1,3
"17956",1.448,1,2
"17957",2.469,2,4
"17958",1.628,3,3
"17959",1.821,3,3
"17960",2.36,1,2
"17961",2.124,1,2
"17962",2.515,1,2
"17963",2.505,1,1
"17964",1.928,1,4
"17965",2.003,3,3
"17966",2.306,2,3
"17967",2.34,4,3
"17968",2.193,4,3
"17969",1.998,1,3
"17970",2.512,1,2
"17971",2.356,1,3
"17972",1.482,3,5
"17973",1.495,1,3
"17974",1.842,1,1
"17975",2.017,3,2
"17976",1.592,3,5
"17977",1.408,4,4
"17978",1.511,1,3
"17979",1.743,1,3
"17980",1.238,2,4
"17981",1.903,3,5
"17982",1.791,1,3
"17983",1.66,3,3
"17984",1.766,1,2
"17985",1.869,4,3
"17986",1.883,1,4
"17987",2.424,1,2
"17988",1.036,3,4
"17989",1.809,3,2
"17990",2.299,1,2
"17991",1.996,4,2
"17992",2.391,1,2
"17993",1.502,4,4
"17994",2.127,2,3
"17995",2.677,4,1
"17996",2.431,4,3
"17997",2.17,4,3
"17998",2.385,4,3
"17999",0.8666,1,5
"18000",2.286,1,3
"18001",1.191,2,4
"18002",1.551,2,5
"18003",1.894,2,3
"18004",1.469,2,4
"18005",2.12,2,3
"18006",1.611,2,3
"18007",1.418,1,2
"18008",2.564,1,1
"18009",1.802,2,2
"18010",2.492,3,4
"18011",1.746,3,3
"18012",1.769,3,2
"18013",1.531,3,5
"18014",1.824,2,2
"18015",1.519,2,4
"18016",2.422,2,3
"18017",2.228,3,5
"18018",2.8,2,3
"18019",2.29,5,4
"18020",1.435,3,5
"18021",2.147,1,3
"18022",2.134,2,3
"18023",2.333,2,1
"18024",2.081,1,3
"18025",1.83,4,3
"18026",1.957,1,3
"18027",2.163,2,3
"18028",1.617,3,3
"18029",1.581,3,5
"18030",1.73,2,4
"18031",1.823,3,5
"18032",1.266,1,5
"18033",1.521,3,4
"18034",1.199,2,4
"18035",2.073,3,3
"18036",2.107,3,3
"18037",1.396,1,5
"18038",1.497,2,4
"18039",1.786,2,4
"18040",2.067,2,3
"18041",1.496,1,3
"18042",1.812,3,4
"18043",1.567,3,5
"18044",1.864,2,4
"18045",2.524,4,1
"18046",1.327,2,5
"18047",2.1,3,3
"18048",1.484,2,4
"18049",2.252,2,3
"18050",1.868,1,4
"18051",2.155,2,4
"18052",2.063,2,4
"18053",1.381,1,3
"18054",2.45,1,2
"18055",0.85,2,5
"18056",1.245,1,4
"18057",1.885,2,3
"18058",1.772,1,3
"18059",2.03,2,1
"18060",1.999,2,2
"18061",1.982,1,3
"18062",2.299,1,3
"18063",1.922,1,2
"18064",2.43,3,2
"18065",1.842,2,3
"18066",1.368,2,3
"18067",1.492,3,4
"18068",1.988,1,1
"18069",1.61,1,4
"18070",2.66,4,2
"18071",1.414,1,4
"18072",1.273,3,3
"18073",2.318,1,4
"18074",1.441,2,5
"18075",2.128,2,3
"18076",1.283,2,5
"18077",2.255,1,3
"18078",1.544,2,5
"18079",2.018,5,4
"18080",2.503,1,5
"18081",2.23,2,2
"18082",1.447,2,3
"18083",2.441,2,3
"18084",1.55,3,5
"18085",1.037,2,4
"18086",1.584,1,3
"18087",1.135,2,5
"18088",1.843,3,3
"18089",1.322,3,5
"18090",1.638,1,4
"18091",1.646,1,3
"18092",2.076,2,4
"18093",2.231,2,3
"18094",1.447,3,3
"18095",1.334,1,3
"18096",1.258,2,4
"18097",2.374,3,2
"18098",1.606,2,2
"18099",1.484,2,2
"18100",2.27,2,2
"18101",1.573,3,4
"18102",2.088,2,2
"18103",2.071,3,4
"18104",1.852,4,4
"18105",2.221,4,3
"18106",2.544,3,2
"18107",2.427,2,4
"18108",1.607,1,3
"18109",2.685,3,4
"18110",1.76,2,5
"18111",1.799,2,3
"18112",1.896,1,3
"18113",1.589,2,4
"18114",1.606,1,4
"18115",1.236,2,5
"18116",1.418,2,4
"18117",2.293,3,4
"18118",2.328,1,3
"18119",2.37,1,2
"18120",1.775,2,2
"18121",2.433,2,3
"18122",2.25,2,4
"18123",1.117,3,4
"18124",1.735,2,2
"18125",1.74,3,3
"18126",2.26,3,3
"18127",2.523,3,2
"18128",1.483,3,4
"18129",2.329,3,3
"18130",1.725,1,1
"18131",1.953,2,2
"18132",1.853,1,3
"18133",1.355,2,3
"18134",1.555,3,4
"18135",2.421,2,4
"18136",1.936,3,4
"18137",1.764,4,3
"18138",1.967,4,3
"18139",1.618,4,2
"18140",2.09,5,3
"18141",1.516,4,5
"18142",2.021,4,3
"18143",1.492,3,3
"18144",2.391,5,4
"18145",2.391,4,4
"18146",2.352,5,3
"18147",2.352,5,3
"18148",1.117,4,5
"18149",1.441,4,4
"18150",2.205,4,3
"18151",2.559,5,2
"18152",0.9976,3,5
"18153",1.859,4,1
"18154",1.74,4,1
"18155",2.509,5,1
"18156",1.653,5,3
"18157",2.425,5,2
"18158",2.491,5,1
"18159",2.479,4,1
"18160",1.85,4,4
"18161",2.543,4,2
"18162",2.175,4,3
"18163",2.391,5,3
"18164",2.436,4,2
"18165",2.221,5,4
"18166",2.333,4,2
"18167",1.375,3,4
"18168",1.807,4,3
"18169",2.004,3,4
"18170",1.284,4,3
"18171",2.433,4,1
"18172",2.346,4,3
"18173",1.952,4,4
"18174",2.439,3,3
"18175",2.618,3,2
"18176",2.199,4,3
"18177",2.461,4,2
"18178",2.148,4,2
"18179",2.424,3,3
"18180",1.83,4,3
"18181",1.452,4,3
"18182",2.226,4,3
"18183",2.546,3,3
"18184",1.257,4,3
"18185",1.17,3,5
"18186",1.971,3,2
"18187",2.476,4,1
"18188",1.644,3,3
"18189",1.503,4,5
"18190",1.596,4,1
"18191",2.212,2,3
"18192",1.313,4,3
"18193",1.659,1,3
"18194",2.161,1,2
"18195",2.109,1,3
"18196",1.705,1,2
"18197",2.236,1,2
"18198",1.417,3,3
"18199",2.028,3,5
"18200",1.9,2,3
"18201",1.808,3,4
"18202",1.135,3,4
"18203",1.824,1,3
"18204",1.984,1,3
"18205",1.965,1,2
"18206",1.271,2,4
"18207",2.369,2,3
"18208",1.707,1,2
"18209",1.364,1,4
"18210",2.246,1,4
"18211",1.464,2,5
"18212",2.076,3,3
"18213",1.651,1,3
"18214",1.414,4,5
"18215",2.54,3,2
"18216",1.206,1,3
"18217",2.48,1,1
"18218",1.399,4,3
"18219",1.033,5,5
"18220",2.525,5,2
"18221",2.425,5,4
"18222",2.371,5,4
"18223",2.57,5,1
"18224",2.406,5,4
"18225",1.712,3,4
"18226",1.151,3,4
"18227",2.286,5,3
"18228",1.577,4,5
"18229",2.555,4,3
"18230",2.228,5,2
"18231",2.525,5,3
"18232",2.384,4,2
"18233",1.528,1,4
"18234",2.391,2,2
"18235",1.266,1,4
"18236",2.426,3,2
"18237",2.352,5,2
"18238",2.542,4,3
"18239",2.012,5,2
"18240",2.221,5,1
"18241",2.443,4,4
"18242",2.337,5,3
"18243",2.363,5,4
"18244",2.005,4,3
"18245",2.352,5,2
"18246",2.538,5,2
"18247",1.294,5,4
"18248",1.876,4,2
"18249",1.793,4,4
"18250",2.506,5,1
"18251",2.53,5,1
"18252",2.445,4,2
"18253",2.423,5,3
"18254",2.261,5,2
"18255",2.345,5,3
"18256",2.444,5,1
"18257",2.286,5,4
"18258",2.58,5,2
"18259",1.823,5,3
"18260",2.447,5,1
"18261",1.149,4,3
"18262",2.513,5,2
"18263",1.453,3,3
"18264",1.407,4,3
"18265",2.45,4,2
"18266",2.631,4,3
"18267",2.361,4,3
"18268",2.417,3,2
"18269",1.301,3,3
"18270",1.443,1,3
"18271",2.21,3,2
"18272",1.924,1,2
"18273",1.813,3,3
"18274",1.855,4,4
"18275",2.612,3,1
"18276",2.555,4,1
"18277",2.344,3,2
"18278",2.361,3,3
"18279",1.608,2,3
"18280",2.085,2,3
"18281",2.212,2,3
"18282",1.839,2,2
"18283",2.489,2,3
"18284",1.97,2,4
"18285",2.379,5,3
"18286",2.42,4,2
"18287",2.38,5,2
"18288",2.369,5,3
"18289",2.292,5,2
"18290",2.008,5,1
"18291",2.529,5,1
"18292",2.467,5,1
"18293",2.405,4,3
"18294",2.375,5,3
"18295",2.084,5,3
"18296",2.378,5,3
"18297",2.05,4,2
"18298",2.451,4,2
"18299",2.39,5,3
"18300",1.564,5,3
"18301",2.344,5,2
"18302",2.258,5,3
"18303",1.977,5,3
"18304",1.853,3,3
"18305",1.906,3,3
"18306",2.579,5,2
"18307",2.385,5,2
"18308",2.611,5,2
"18309",1.466,4,3
"18310",1.274,3,3
"18311",2.008,3,3
"18312",2.357,3,1
"18313",2.15,3,2
"18314",1.313,3,3
"18315",1.767,2,5
"18316",2.517,2,2
"18317",2.104,2,3
"18318",1.183,2,3
"18319",1.753,2,3
"18320",1.784,1,4
"18321",1.457,3,3
"18322",1.432,3,3
"18323",1.352,2,3
"18324",2.133,3,3
"18325",1.757,1,2
"18326",2.376,4,2
"18327",2.607,3,2
"18328",2.247,3,2
"18329",1.626,1,3
"18330",2.577,5,1
"18331",2.108,4,3
"18332",2.802,4,2
"18333",2.442,5,3
"18334",2.318,4,3
"18335",2.442,5,2
"18336",2.5,5,2
"18337",2.26,4,3
"18338",2.493,4,1
"18339",1.378,1,3
"18340",2.375,2,4
"18341",2.408,4,3
"18342",2.552,4,2
"18343",2.13,3,4
"18344",1.85,3,3
"18345",2.463,3,1
"18346",1.713,1,2
"18347",1.617,1,3
"18348",0.9971,1,4
"18349",1.821,1,3
"18350",2.436,3,1
"18351",2.448,5,2
"18352",2.439,4,2
"18353",2.395,5,2
"18354",1.198,4,3
"18355",1.613,3,4
"18356",1.371,3,4
"18357",2.409,3,2
"18358",2.451,4,2
"18359",2.157,4,2
"18360",1.552,4,4
"18361",2.2,4,5
"18362",1.636,4,4
"18363",2.146,5,4
"18364",2.437,5,3
"18365",2.458,2,2
"18366",1.92,2,2
"18367",2.035,2,2
"18368",1.346,2,3
"18369",2.411,2,3
"18370",1.355,2,3
"18371",2.43,2,3
"18372",1.53,2,4
"18373",1.815,3,4
"18374",2.47,3,3
"18375",0.7718,3,4
"18376",1.565,4,4
"18377",1.552,4,3
"18378",1.453,4,4
"18379",1.888,2,3
"18380",2.448,4,2
"18381",0.5814,2,5
"18382",1.493,3,2
"18383",2.237,3,3
"18384",1.69,4,4
"18385",2.241,4,2
"18386",2.285,2,4
"18387",1.49,1,3
"18388",1.875,2,4
"18389",1.199,2,4
"18390",2.348,3,4
"18391",2.328,3,2
"18392",1.293,4,4
"18393",1.602,3,2
"18394",1.464,4,4
"18395",2.094,2,3
"18396",2.574,4,1
"18397",2.486,4,2
"18398",2.328,1,2
"18399",2.285,3,3
"18400",2.344,4,4
"18401",1.05,3,4
"18402",1.922,3,4
"18403",2.292,2,2
"18404",2.369,2,4
"18405",1.381,2,4
"18406",1.466,2,4
"18407",1.674,2,4
"18408",1.072,1,4
"18409",2.499,2,2
"18410",2.629,2,2
"18411",2.769,2,4
"18412",1.578,3,3
"18413",1.846,1,2
"18414",2.476,2,2
"18415",1.065,2,4
"18416",1.911,2,4
"18417",1.964,2,3
"18418",2.476,4,3
"18419",2.512,3,2
"18420",2.489,1,3
"18421",2.346,2,3
"18422",2.273,2,3
"18423",2.209,2,3
"18424",1.902,3,4
"18425",2.401,1,3
"18426",1.494,1,3
"18427",1.346,3,4
"18428",2.45,2,2
"18429",2.429,2,3
"18430",1.828,3,4
"18431",1.57,2,3
"18432",2.158,2,4
"18433",1.916,3,2
"18434",2.192,1,3
"18435",1.613,2,2
"18436",1.302,3,4
"18437",2.363,2,2
"18438",2.143,2,4
"18439",1.476,2,3
"18440",1.513,1,3
"18441",1.457,3,3
"18442",2.3,1,3
"18443",2.117,2,3
"18444",2.463,3,2
"18445",1.652,1,3
"18446",1.346,1,4
"18447",2.255,3,3
"18448",2.241,1,2
"18449",1.437,2,4
"18450",2.361,1,3
"18451",2.19,3,4
"18452",2.454,5,3
"18453",2.305,5,4
"18454",2.033,5,4
"18455",2.218,3,3
"18456",2.007,2,2
"18457",2.183,2,1
"18458",2.044,2,3
"18459",1.214,4,4
"18460",1.547,2,3
"18461",2.073,3,3
"18462",2.024,2,1
"18463",1.699,3,3
"18464",1.127,3,4
"18465",2.607,3,3
"18466",2.234,4,4
"18467",1.233,3,4
"18468",0.9096,2,5
"18469",2.549,2,2
"18470",1.749,2,3
"18471",2.052,1,3
"18472",1.654,5,4
"18473",2.495,5,2
"18474",1.768,1,3
"18475",2.39,5,4
"18476",2.506,4,2
"18477",1.818,3,3
"18478",1.688,2,2
"18479",2.316,3,4
"18480",2.384,5,1
"18481",2.887,4,1
"18482",1.056,5,3
"18483",1.503,4,3
"18484",1.762,1,3
"18485",2.376,4,2
"18486",2.339,4,3
"18487",1.63,2,3
"18488",1.311,3,3
"18489",2.551,4,2
"18490",2.056,3,2
"18491",2.535,4,2
"18492",1.312,1,3
"18493",1.3,1,3
"18494",1.972,1,2
"18495",1.612,2,3
"18496",1.934,2,2
"18497",2.332,4,2
"18498",1.268,1,5
"18499",2.385,4,2
"18500",1.838,4,3
"18501",1.613,5,3
"18502",2.409,4,2
"18503",2.44,2,2
"18504",2.571,4,1
"18505",2.284,4,2
"18506",2.525,5,1
"18507",1.799,4,2
"18508",2.154,4,4
"18509",2.366,4,3
"18510",2.589,5,2
"18511",2.457,3,3
"18512",2.449,3,2
"18513",2.211,1,2
"18514",2.199,2,4
"18515",2.482,3,2
"18516",2.023,2,4
"18517",2.631,5,1
"18518",1.723,3,4
"18519",2.21,2,2
"18520",1.897,5,4
"18521",2.445,1,3
"18522",2.279,2,4
"18523",2.553,1,3
"18524",1.788,1,3
"18525",2.492,1,2
"18526",0.8132,1,5
"18527",1.975,2,4
"18528",1.546,2,4
"18529",2.261,1,3
"18530",0.9388,1,4
"18531",1.953,1,2
"18532",2.417,1,3
"18533",1.843,2,2
"18534",1.679,3,3
"18535",1.719,3,3
"18536",1.874,1,3
"18537",1.623,1,3
"18538",2.351,1,2
"18539",1.963,4,3
"18540",2.414,2,2
"18541",2.389,4,2
"18542",1.975,5,2
"18543",2.089,4,2
"18544",1.737,5,4
"18545",2.296,4,3
"18546",1.732,4,2
"18547",2.529,4,1
"18548",2.249,4,2
"18549",1.746,1,3
"18550",1.106,1,4
"18551",1.938,1,4
"18552",2.515,3,1
"18553",2.444,5,4
"18554",2.281,5,2
"18555",2.568,5,2
"18556",2.221,5,3
"18557",1.411,5,4
"18558",2.542,5,3
"18559",2.329,1,4
"18560",2.267,4,3
"18561",1.815,4,3
"18562",1.616,1,2
"18563",1.651,2,3
"18564",2.156,2,2
"18565",2.324,3,2
"18566",1.353,3,2
"18567",2.414,2,2
"18568",2.105,3,2
"18569",2.436,1,2
"18570",2.728,2,3
"18571",1.814,4,5
"18572",2.296,3,5
"18573",2.467,4,2
"18574",1.496,3,3
"18575",1.626,4,5
"18576",1.231,1,3
"18577",2.236,1,3
"18578",2.48,5,3
"18579",2.422,4,1
"18580",2.541,3,3
"18581",1.512,4,5
"18582",2.739,3,2
"18583",2.309,4,3
"18584",2.227,1,3
"18585",1.383,1,4
"18586",1.426,2,5
"18587",1.535,1,3
"18588",2.476,4,2
"18589",1.434,4,3
"18590",1.502,2,5
"18591",2.467,3,1
"18592",1.824,4,3
"18593",1.98,2,4
"18594",2.471,1,3
"18595",1.857,2,3
"18596",2.438,5,3
"18597",2.493,5,1
"18598",1.987,1,4
"18599",2.214,4,3
"18600",2.438,4,3
"18601",2.424,4,2
"18602",2.217,3,3
"18603",2.504,4,1
"18604",0.7112,2,3
"18605",2.432,1,3
"18606",1.7,3,5
"18607",1.53,4,3
"18608",1.464,2,5
"18609",1.974,1,3
"18610",2.396,2,4
"18611",1.127,2,3
"18612",2.444,2,2
"18613",3.514,3,2
"18614",2.491,3,3
"18615",2.137,3,2
"18616",1.924,3,3
"18617",1.689,2,3
"18618",2.537,2,3
"18619",2.273,1,2
"18620",1.252,2,5
"18621",2.019,1,3
"18622",2.081,3,3
"18623",1.383,3,3
"18624",2.342,1,2
"18625",2.287,3,3
"18626",1.453,3,3
"18627",2.217,2,3
"18628",2.437,5,2
"18629",2.406,4,3
"18630",2.582,4,2
"18631",2.416,4,3
"18632",1.655,4,3
"18633",2.541,5,3
"18634",1.334,4,3
"18635",2.349,1,3
"18636",2.167,3,3
"18637",2.184,4,5
"18638",1.878,3,2
"18639",2.087,3,3
"18640",2.403,1,1
"18641",2.369,4,5
"18642",1.879,4,3
"18643",2.208,4,5
"18644",2.248,4,5
"18645",2.484,4,2
"18646",0.9766,1,3
"18647",2.644,3,3
"18648",2.594,4,5
"18649",2.412,1,2
"18650",1.05,1,4
"18651",2.265,1,3
"18652",2.939,1,4
"18653",1.532,1,3
"18654",2.188,1,3
"18655",2.373,3,3
"18656",1.577,2,4
"18657",2.145,4,5
"18658",1.937,1,3
"18659",1.327,2,3
"18660",2.762,4,1
"18661",1.284,3,5
"18662",1.844,2,4
"18663",1.592,1,4
"18664",2.444,3,2
"18665",1.576,4,4
"18666",2.599,5,1
"18667",1.278,5,4
"18668",2.486,4,3
"18669",1.094,3,5
"18670",2.736,3,1
"18671",2.667,3,2
"18672",1.489,3,3
"18673",2.147,4,3
"18674",2.412,3,2
"18675",1.899,4,2
"18676",1.488,4,4
"18677",2.341,3,3
"18678",1.501,2,3
"18679",2.255,4,3
"18680",2.381,5,3
"18681",1.371,4,3
"18682",1.792,2,5
"18683",1.884,4,5
"18684",2.38,4,3
"18685",1.624,3,2
"18686",2.431,3,2
"18687",1.281,3,4
"18688",1.744,4,4
"18689",1.669,3,3
"18690",2.571,2,2
"18691",1.549,5,3
"18692",2.361,4,1
"18693",2.327,4,2
"18694",2.367,4,3
"18695",1.881,3,3
"18696",1.769,4,2
"18697",1.614,3,3
"18698",1.385,1,4
"18699",2.133,3,2
"18700",2.123,4,3
"18701",2.486,3,3
"18702",1.639,5,3
"18703",2.377,4,3
"18704",2.059,4,2
"18705",1.685,4,1
"18706",2.306,5,3
"18707",2.382,4,3
"18708",2.223,5,4
"18709",1.364,1,3
"18710",1.672,3,4
"18711",2.288,1,2
"18712",2.385,2,2
"18713",1.903,4,3
"18714",1.553,2,3
"18715",0.8307,2,5
"18716",2.424,4,3
"18717",1.537,3,3
"18718",1.48,5,3
"18719",2.152,5,3
"18720",2.553,5,1
"18721",1.781,5,3
"18722",2.41,4,2
"18723",2.217,5,3
"18724",1.543,4,3
"18725",2.413,5,2
"18726",2.595,2,1
"18727",1.398,2,3
"18728",2.1,2,1
"18729",1.269,4,3
"18730",2.549,3,5
"18731",2.288,5,3
"18732",2.299,4,3
"18733",2.33,4,2
"18734",1.532,2,3
"18735",1.626,1,4
"18736",1.607,4,5
"18737",1.974,1,4
"18738",1.767,2,2
"18739",2.287,3,5
"18740",2.318,3,3
"18741",2.699,2,3
"18742",1.456,2,3
"18743",2.319,3,3
"18744",2.423,3,1
"18745",2.082,3,3
"18746",0.306,3,4
"18747",2.523,3,2
"18748",1.376,3,3
"18749",1.303,5,4
"18750",1.913,4,2
"18751",2.393,4,2
"18752",2.502,4,1
"18753",2.575,3,2
"18754",2.215,3,2
"18755",1.538,5,2
"18756",2.024,4,3
"18757",1.381,5,3
"18758",1.894,3,3
"18759",2.238,4,2
"18760",2.421,5,2
"18761",2.789,5,3
"18762",1.73,5,3
"18763",2.702,5,1
"18764",1.756,3,3
"18765",2.094,5,3
"18766",1.923,5,2
"18767",1.624,3,3
"18768",2.002,5,2
"18769",2.447,5,1
"18770",2.487,3,2
"18771",2.192,4,5
"18772",2.213,3,3
"18773",2.258,3,3
"18774",1.696,3,3
"18775",2.292,4,2
"18776",1.718,3,3
"18777",1.539,5,4
"18778",2.145,3,3
"18779",1.639,5,2
"18780",2.304,4,3
"18781",1.925,5,4
"18782",2.192,5,2
"18783",1.408,1,3
"18784",1.724,5,3
"18785",2.398,3,3
"18786",2.588,2,1
"18787",2.659,4,4
"18788",2.444,5,2
"18789",1.713,4,3
"18790",1.989,5,3
"18791",1.804,5,3
"18792",1.3,5,3
"18793",2.156,5,4
"18794",1.534,4,3
"18795",2.478,3,3
"18796",1.901,5,2
"18797",1.704,2,4
"18798",2.045,4,4
"18799",2.038,4,2
"18800",1.635,4,3
"18801",2.211,5,4
"18802",1.84,4,2
"18803",2.391,5,2
"18804",2.232,4,3
"18805",2.199,3,3
"18806",1.936,4,3
"18807",2.638,4,1
"18808",2.459,3,2
"18809",2.212,5,3
"18810",2.273,4,3
"18811",2.59,2,2
"18812",2.32,2,3
"18813",2.584,4,3
"18814",2.435,4,1
"18815",2.599,4,4
"18816",2.044,4,2
"18817",1.139,3,4
"18818",2.286,2,2
"18819",1.393,2,4
"18820",1.63,3,3
"18821",1.694,3,3
"18822",1.317,1,4
"18823",0.5456,2,5
"18824",1.599,2,5
"18825",1.144,2,5
"18826",2.374,1,3
"18827",1.293,3,4
"18828",1.664,2,4
"18829",1.527,2,4
"18830",1.519,1,4
"18831",1.322,1,3
"18832",1.989,2,2
"18833",1.319,2,4
"18834",1.505,2,3
"18835",1.583,1,4
"18836",1.513,1,3
"18837",1.498,2,5
"18838",2.319,1,2
"18839",1.725,2,5
"18840",1.975,1,3
"18841",1.668,2,4
"18842",1.244,3,3
"18843",1.939,2,3
"18844",1.931,2,2
"18845",1.255,1,3
"18846",2.474,3,3
"18847",1.394,3,5
"18848",1.609,3,2
"18849",2.158,1,3
"18850",2.155,2,2
"18851",2.594,3,1
"18852",1.806,3,3
"18853",2.518,3,3
"18854",2.478,3,5
"18855",2.166,3,5
"18856",2.38,2,1
"18857",1.841,3,3
"18858",2.484,3,4
"18859",2.412,4,2
"18860",1.555,3,3
"18861",1.527,3,4
"18862",1.955,2,2
"18863",1.446,3,4
"18864",2.419,2,3
"18865",1.146,3,4
"18866",2.461,1,3
"18867",2.193,1,5
"18868",2.467,3,2
"18869",2.486,3,2
"18870",2.342,3,3
"18871",2.411,3,2
"18872",1.442,3,3
"18873",1.135,3,3
"18874",2.396,3,3
"18875",1.983,3,3
"18876",2.248,4,3
"18877",1.826,4,2
"18878",2.332,2,3
"18879",1.643,3,3
"18880",1.48,2,2
"18881",1.683,4,3
"18882",2.557,3,2
"18883",2.224,3,2
"18884",2.53,3,2
"18885",2.541,2,3
"18886",2.441,2,3
"18887",1.951,2,3
"18888",1.699,3,4
"18889",1.389,2,4
"18890",2.337,3,2
"18891",2.147,4,2
"18892",1.413,3,2
"18893",2.496,3,3
"18894",2.175,1,1
"18895",2.379,2,3
"18896",2.377,3,1
"18897",1.93,2,3
"18898",1.418,2,3
"18899",2.535,3,2
"18900",2.33,3,1
"18901",2.342,4,3
"18902",1.649,3,5
"18903",1.333,3,4
"18904",0.7779,3,5
"18905",2.293,2,3
"18906",1.955,2,2
"18907",2.047,2,4
"18908",0.8802,1,5
"18909",1.534,1,5
"18910",1.302,3,3
"18911",1.747,3,4
"18912",2.666,4,3
"18913",1.6,4,5
"18914",2.422,3,2
"18915",2.468,1,2
"18916",1.575,1,5
"18917",1.852,3,5
"18918",2.143,4,4
"18919",1.323,1,5
"18920",0.5995,4,4
"18921",0.8604,1,5
"18922",2.36,5,3
"18923",2.583,5,2
"18924",2.539,4,3
"18925",2.347,5,3
"18926",2.556,5,2
"18927",2.512,3,3
"18928",2.412,5,3
"18929",2.327,2,3
"18930",2.281,5,4
"18931",2.355,5,4
"18932",2.451,5,3
"18933",1.748,5,3
"18934",2.449,5,2
"18935",1.96,5,4
"18936",2.436,5,3
"18937",2.306,5,4
"18938",2.397,4,3
"18939",2.217,4,4
"18940",1.538,2,5
"18941",2.259,1,3
"18942",2.514,5,4
"18943",2.392,5,2
"18944",2.195,5,5
"18945",2.556,5,1
"18946",2.404,5,2
"18947",2.438,5,4
"18948",2.606,4,2
"18949",2.291,5,4
"18950",2.488,4,3
"18951",2.339,5,3
"18952",2.409,5,3
"18953",1.424,2,4
"18954",2.259,3,4
"18955",1.71,2,4
"18956",1.952,2,4
"18957",1.248,2,4
"18958",1.551,3,3
"18959",2.003,3,4
"18960",1.745,1,2
"18961",1.274,2,3
"18962",1.806,2,2
"18963",1.08,1,4
"18964",2.517,5,3
"18965",2.32,4,4
"18966",2.246,2,2
"18967",3.385,4,5
"18968",2.574,5,2
"18969",2.33,4,4
"18970",2.437,3,2
"18971",2.546,4,3
"18972",2.29,2,3
"18973",1.141,3,3
"18974",1.746,2,2
"18975",2.402,1,3
"18976",2.225,3,3
"18977",1.181,4,4
"18978",2.227,3,2
"18979",2.6,4,2
"18980",1.528,3,4
"18981",2.426,4,4
"18982",2.378,4,2
"18983",1.41,1,5
"18984",2.25,4,4
"18985",1.727,3,5
"18986",2.309,4,2
"18987",0.9299,3,4
"18988",2.498,2,3
"18989",2.675,2,2
"18990",2.629,3,1
"18991",1.874,2,2
"18992",1.759,2,2
"18993",1.945,3,2
