"","","cl_lum","cl_den"
"1241",1.572,1,3
"1242",2.215,4,2
"1243",1.162,3,3
"1244",1.837,3,2
"1245",1.165,1,4
"1246",2.155,4,2
"1247",2.619,3,3
"1248",1.335,1,4
"1249",1.112,2,4
"1250",2.614,3,5
"1251",1.328,2,5
"1252",2.518,4,1
"1253",2.286,4,3
"1254",2.476,4,3
"1255",2.432,2,3
"1256",1.358,2,4
"1257",1.209,3,4
"1258",1.729,3,4
"1259",2.161,3,2
"1260",2.428,1,3
"1261",2.421,5,3
"1262",2.446,4,1
"1263",2.56,5,1
"1264",2.406,5,4
"1265",2.516,4,3
"1266",2.407,5,4
"1267",2.274,5,3
"1268",2.181,4,4
"1269",2.406,4,3
"1270",1.526,3,4
"1271",1.138,1,3
"1272",1.7,1,3
"1273",1.392,4,4
"1274",1.29,3,4
"1275",1.763,3,3
"1276",2.331,4,3
"1277",2.338,4,3
"1278",2.015,4,4
"1279",1.524,4,4
"1280",1.45,2,3
"1281",1.82,3,4
"1282",2.54,3,3
"1283",2.277,4,1
"1284",2.52,3,4
"1285",2.478,2,1
"1286",2.355,3,2
"1287",1.728,4,2
"1288",2.411,4,2
"1289",2.147,5,3
"1290",2.427,2,3
"1291",1.838,3,3
"1292",1.434,1,3
"1293",1.901,3,2
"1294",2.621,4,3
"1295",1.98,4,2
"1296",1.296,4,5
"1297",1.729,3,2
"1298",1.194,2,3
"1299",1.415,3,3
"1300",1.631,4,2
"1301",1.974,3,3
"1302",1.582,2,3
"1303",1.786,4,4
"1304",1.457,3,4
"1305",1.087,1,4
"1306",1.44,2,5
"1307",2.195,1,4
"1308",2.243,1,2
"1309",1.717,1,2
"1310",1.037,1,4
"1311",1.521,1,3
"1312",2.108,1,2
"1313",0.9173,1,4
"1314",1.771,2,3
"1315",1.652,3,4
"1316",2.066,3,2
"1317",1.889,2,3
"1318",1.376,2,4
"1319",1.881,1,2
"1320",1.308,2,5
"1321",1.151,1,3
"1322",1.62,1,2
"1323",1.509,1,3
"1324",2.555,2,2
"1325",1.229,3,5
"1326",2.496,1,1
"1327",2.64,1,4
"1328",2.315,1,1
"1329",2.389,1,3
"1330",1.139,1,5
"1331",1.704,1,3
"1332",1.856,2,5
"1333",1.212,3,4
"1334",2.301,2,3
"1335",1.147,3,5
"1336",1.709,2,3
"1337",2.406,3,3
"1338",2.111,3,4
"1339",2.236,1,3
"1340",1.231,3,5
"1341",2.46,3,3
"1342",2.327,3,4
"1343",1.53,4,2
"1344",1.587,2,5
"1345",2.141,4,2
"1346",1.557,4,5
"1347",1.217,4,5
"1348",2.689,4,2
"1349",2.118,4,1
"1350",2.812,4,1
"1351",2.326,3,4
"1352",1.343,4,3
"1353",2.386,4,1
"1354",0.877,4,5
"1355",1.896,4,4
"1356",1.221,1,3
"1357",2.342,4,3
"1358",2.035,4,2
"1359",1.556,4,4
"1360",2.241,4,2
"1361",2.514,4,2
"1362",2.296,4,3
"1363",2.298,4,3
"1364",1.414,2,3
"1365",1.63,4,2
"1366",1.595,4,5
"1367",1.27,2,3
"1368",2.253,1,1
"1369",1.514,2,5
"1370",2.209,2,1
"1371",2.022,1,2
"1372",2.329,2,2
"1373",1.323,2,3
"1374",2.533,2,2
"1375",1.765,2,3
"1376",1.911,2,2
"1377",2.058,3,3
"1378",1.521,1,3
"1379",1.981,1,1
"1380",1.266,2,5
"1381",1.169,2,5
"1382",1.983,1,3
"1383",2.634,2,1
"1384",1.154,2,5
"1385",0.9897,2,5
"1386",2.436,5,1
"1387",2.414,4,2
"1388",2.459,5,1
"1389",1.885,5,3
"1390",2.259,2,2
"1391",1.471,1,4
"1392",1.622,1,3
"1393",1.334,2,4
"1394",2.324,4,3
"1395",1.45,5,3
"1396",2.277,5,3
"1397",1.733,3,4
"1398",2.371,2,2
"1399",2.212,1,2
"1400",2.382,2,3
"1401",1.675,3,4
"1402",1.592,2,4
"1403",1.854,2,3
"1404",1.892,2,3
"1405",0.7839,2,4
"1406",1.224,1,3
"1407",1.061,1,5
"1408",1.473,1,2
"1409",1.932,3,4
"1410",1.967,1,1
"1411",1.18,3,4
"1412",2.015,1,3
"1413",2.269,2,3
"1414",1.244,2,5
"1415",2.384,2,3
"1416",2.382,1,2
"1417",1.387,2,5
"1418",1.091,1,4
"1419",1.37,1,5
"1420",2.488,2,2
"1421",1.263,1,4
"1422",2.063,2,4
"1423",1.256,3,4
"1424",2.11,1,4
"1425",1.518,2,5
"1426",1.48,1,3
"1427",1.188,2,3
"1428",1.241,2,3
"1429",2.487,3,1
"1430",1.859,3,2
"1431",1.593,3,3
"1432",2.243,1,3
"1433",1.816,3,1
"1434",1.427,3,3
"1435",2.441,3,2
"1436",1.447,3,3
"1437",1.72,3,3
"1438",2.394,3,2
"1439",2.182,3,3
"1440",2.4,1,1
"1441",2.018,1,5
"1442",1.678,2,1
"1443",1.366,2,3
"1444",1.713,2,1
"1445",2.097,3,2
"1446",2.371,2,2
"1447",2.112,2,3
"1448",1.535,1,5
"1449",1.655,1,3
"1450",0.9541,1,3
"1451",1.957,1,3
"1452",1.582,1,4
"1453",2.448,1,3
"1454",1.596,2,3
"1455",2.243,1,4
"1456",1.378,1,4
"1457",2.152,1,3
"1458",2.176,1,2
"1459",1.334,1,4
"1460",2.231,1,3
"1461",1.792,1,3
"1462",2.278,1,3
"1463",2.187,1,4
"1464",1.649,3,3
"1465",1.274,3,3
"1466",1.096,3,3
"1467",2.503,1,2
"1468",1.259,2,4
"1469",1.668,1,3
"1470",1.734,2,2
"1471",1.622,1,3
"1472",2.467,1,2
"1473",1.388,2,4
"1474",2.009,2,5
"1475",1.412,3,3
"1476",2.394,3,2
"1477",1.76,4,3
"1478",1.197,3,3
"1479",1.942,3,3
"1480",1.249,2,3
"1481",2.337,2,1
"1482",1.541,4,3
"1483",2.466,3,1
"1484",2.262,3,3
"1485",1.745,3,3
"1486",1.279,2,3
"1487",2.218,3,3
"1488",1.74,3,3
"1489",1.919,2,3
"1490",2.135,2,3
"1491",2.199,1,3
"1492",1.585,2,3
"1493",1.856,2,2
"1494",2.327,2,2
"1495",2.383,3,2
"1496",1.797,2,2
"1497",0.5548,1,4
"1498",1.594,3,3
"1499",2.13,2,3
"1500",2.22,2,4
"1501",1.109,2,4
"1502",1.412,2,4
"1503",2.282,1,3
"1504",2.059,1,2
"1505",2.349,2,2
"1506",1.58,2,3
"1507",2.289,3,3
"1508",1.599,2,4
"1509",1.939,2,2
"1510",1.714,2,3
"1511",2.152,2,3
"1512",1.323,2,3
"1513",2.592,3,2
"1514",1.978,2,2
"1515",1.56,3,3
"1516",2.376,2,2
"1517",2.088,2,3
"1518",2.299,3,3
"1519",1.344,4,3
"1520",2.361,2,3
"1521",1.663,3,3
"1522",2.16,3,3
"1523",2.494,2,1
"1524",2.149,2,4
"1525",2.376,4,2
"1526",2.413,3,1
"1527",1.84,4,3
"1528",2.094,4,3
"1529",2.432,4,3
"1530",1.766,3,3
"1531",2.211,4,1
"1532",2.427,4,1
"1533",2.294,3,3
"1534",1.819,2,3
"1535",1.441,2,3
"1536",1.961,2,3
"1537",2.312,3,3
"1538",2.093,4,3
"1539",1.46,5,3
"1540",1.461,4,3
"1541",2.176,4,2
"1542",2.386,5,3
"1543",2.104,5,3
"1544",2.481,5,1
"1545",2.462,4,2
"1546",2.309,3,3
"1547",2.408,2,3
"1548",2.15,2,2
"1549",1.809,2,3
"1550",2.054,2,3
"1551",2.185,3,2
"1552",1.685,1,4
"1553",2.349,3,2
"1554",1.473,3,3
"1555",2.15,2,3
"1556",2.477,3,2
"1557",1.245,1,5
"1558",2.07,2,3
"1559",1.49,2,3
"1560",2.185,2,3
"1561",1.324,2,3
"1562",1.176,2,4
"1563",2.125,1,3
"1564",2.488,2,3
"1565",2.348,3,1
"1566",1.436,3,3
"1567",2.098,3,2
"1568",2.463,3,2
"1569",1.814,2,3
"1570",1.744,3,3
"1571",2.421,2,2
"1572",1.721,2,2
"1573",2.373,2,3
"1574",1.761,2,5
"1575",1.979,1,3
"1576",1.034,2,3
"1577",2.525,2,3
"1578",2.265,2,3
"1579",2.355,2,2
"1580",2.448,3,2
"1581",1.912,2,3
"1582",1.649,1,3
"1583",2.568,5,2
"1584",1.158,2,5
"1585",1.907,5,2
"1586",1.441,2,3
"1587",2.413,2,3
"1588",1.654,4,3
"1589",2.428,4,2
"1590",1.714,2,3
"1591",2.3,4,2
"1592",1.41,2,4
"1593",1.848,3,2
"1594",2.496,3,2
"1595",2.246,5,2
"1596",2.523,5,1
"1597",2.585,5,2
"1598",2.536,5,2
"1599",1.106,1,3
"1600",2.303,5,3
"1601",1.703,2,3
"1602",1.404,3,3
"1603",1.723,2,3
"1604",1.554,2,3
"1605",2.475,5,2
"1606",2.377,3,2
"1607",2.254,2,3
"1608",1.943,2,4
"1609",2.215,1,2
"1610",1.466,1,4
"1611",1.29,3,3
"1612",1.506,3,3
"1613",2.339,3,3
"1614",1.839,2,3
"1615",2.081,3,3
"1616",1.885,2,2
"1617",2.316,2,3
"1618",2.394,2,2
"1619",2.427,2,2
"1620",1.916,1,3
"1621",2.212,2,4
"1622",2.198,3,4
"1623",1.885,2,4
"1624",1.39,2,5
"1625",1.71,3,3
"1626",1.297,3,2
"1627",2.413,3,2
"1628",1.025,3,4
"1629",1.963,2,2
"1630",1.66,3,2
"1631",1.579,3,3
"1632",1.81,2,3
"1633",1.731,1,2
"1634",1.425,2,3
"1635",1.68,3,2
"1636",2.031,1,3
"1637",2.426,2,2
"1638",2.133,2,3
"1639",2.333,2,3
"1640",2.553,1,1
"1641",1.412,1,5
"1642",1.262,2,2
"1643",1.301,2,3
"1644",1.514,2,2
"1645",2.315,1,2
"1646",3.67,1,2
"1647",2.455,1,2
"1648",1.822,1,3
"1649",2.421,3,3
"1650",1.618,2,2
"1651",1.261,2,4
"1652",1.75,2,2
"1653",1.255,1,3
"1654",1.444,2,3
"1655",1.193,2,3
"1656",1.469,5,3
"1657",2.329,4,2
"1658",2.363,4,2
"1659",2.181,4,3
"1660",2.481,4,3
"1661",2.223,4,2
"1662",2.471,4,1
"1663",2.469,2,3
"1664",2.288,2,3
"1665",1.222,2,3
"1666",2.075,2,2
"1667",1.406,1,4
"1668",2.317,3,2
"1669",2.625,2,2
"1670",1.977,2,2
"1671",1.514,2,3
"1672",2.571,2,4
"1673",2.588,2,1
"1674",1.334,2,2
"1675",1.741,3,4
"1676",1.993,2,2
"1677",2.48,2,1
"1678",2.225,4,2
"1679",1.436,2,1
"1680",1.793,2,3
"1681",1.798,4,4
"1682",1.459,1,3
"1683",2.302,1,3
"1684",2.171,3,3
"1685",2.078,2,2
"1686",2.511,3,1
"1687",2.485,3,2
"1688",2.044,3,3
"1689",2.472,3,2
"1690",2.194,3,3
"1691",1.576,3,3
"1692",1.832,3,2
"1693",2.651,1,3
"1694",2.148,3,3
"1695",2,4,2
"1696",1.715,4,2
"1697",1.889,3,2
"1698",2.557,3,2
"1699",2.194,1,2
"1700",1.278,1,3
"1701",1.665,4,3
"1702",2.371,3,3
"1703",2.419,4,2
"1704",1.284,2,4
"1705",1.75,4,3
"1706",2.143,4,3
"1707",2.103,2,3
"1708",1.336,2,3
"1709",2.231,2,2
"1710",2.213,2,3
"1711",2.037,3,2
"1712",2.379,4,1
"1713",2.37,4,1
"1714",2.376,4,3
"1715",2.535,5,2
"1716",1.291,1,2
"1717",2.035,2,3
"1718",1.621,3,3
"1719",1.221,3,3
"1720",1.41,1,4
"1721",2.403,3,2
"1722",1.403,3,2
"1723",2.154,3,3
"1724",1.412,2,4
"1725",1.2,3,3
"1726",1.336,3,3
"1727",2.304,3,2
"1728",2.119,2,3
"1729",2.406,3,2
"1730",2.18,3,3
"1731",1.84,2,3
"1732",2.528,3,1
"1733",1.726,3,3
"1734",1.492,2,3
"1735",1.431,2,3
"1736",2.458,3,1
"1737",1.564,2,4
"1738",2.264,3,1
"1739",1.525,1,3
"1740",2.342,2,3
"1741",2.571,2,1
"1742",1.791,1,3
"1743",2.421,3,3
"1744",1.665,2,4
"1745",1.473,3,3
"1746",1.935,2,4
"1747",1.382,4,2
"1748",1.198,2,5
"1749",1.746,2,3
"1750",1.933,2,2
"1751",1.387,3,2
"1752",2.328,3,2
"1753",2.207,3,2
"1754",2.549,3,1
"1755",1.653,1,3
"1756",2.036,4,2
"1757",2.418,5,2
"1758",1.976,2,3
"1759",2.394,5,3
"1760",2.339,2,4
"1761",3.074,2,2
"1762",1.906,2,3
"1763",2.515,2,1
"1764",2.666,2,3
"1765",2.246,1,3
"1766",2.04,1,1
"1767",1.027,2,3
"1768",2.5,2,3
"1769",2.164,3,2
"1770",2.516,4,2
"1771",2.346,5,5
"1772",2.541,5,1
"1773",1.198,2,4
"1774",1.835,3,2
"1775",2.257,4,3
"1776",2.561,3,1
"1777",2.378,2,3
"1778",2.168,3,3
"1779",1.169,3,3
"1780",2.581,2,4
"1781",2.247,3,3
"1782",2.362,3,2
"1783",2.123,3,3
"1784",2.178,3,3
"1785",2.228,2,4
"1786",1.397,3,2
"1787",2.315,3,3
"1788",2.464,1,3
"1789",2.134,3,2
"1790",1.442,1,4
"1791",2.343,2,2
"1792",1.37,2,4
"1793",1.627,2,3
"1794",1.89,2,2
"1795",2.512,2,2
"1796",2.222,3,2
"1797",2.127,2,1
"1798",2.391,2,2
"1799",2.123,4,1
"1800",1.712,4,2
"1801",1.454,3,2
"1802",1.692,3,3
"1803",1.61,4,3
"1804",1.371,3,3
"1805",1.773,2,2
"1806",0.6371,1,5
"1807",1.433,3,3
"1808",2.326,3,2
"1809",2.418,4,2
"1810",2.745,3,2
"1811",0.791,1,5
"1812",2.337,3,3
"1813",0.968,1,3
"1814",2.316,1,2
"1815",2.491,1,2
"1816",1.325,2,5
"1817",2.945,2,5
"1818",2.244,2,4
"1819",1.121,2,3
"1820",0.8346,1,3
"1821",1.268,2,4
"1822",1.269,3,5
"1823",2.13,1,3
"1824",2.276,1,3
"1825",2.484,2,1
"1826",1.936,2,3
"1827",1.336,2,4
"1828",2.272,2,3
"1829",2.216,2,2
"1830",1.79,3,3
"1831",1.169,3,5
"1832",1.392,2,4
"1833",1.256,3,4
"1834",1.544,3,3
"1835",2.458,2,2
"1836",1.954,2,2
"1837",1.858,2,3
"1838",2.026,2,3
"1839",2.197,3,5
"1840",2.183,2,3
"1841",1.831,5,3
"1842",2.379,4,2
"1843",1.967,1,2
"1844",1.628,1,2
"1845",1.557,3,5
"1846",2.066,2,2
"1847",1.701,1,3
"1848",1.743,2,3
"1849",1.312,1,3
"1850",1.573,1,3
"1851",2.009,2,3
"1852",2.062,4,4
"1853",2.112,3,3
"1854",2.557,4,2
"1855",2.272,4,3
"1856",1.606,2,3
"1857",2.291,5,3
"1858",1.451,2,2
"1859",2.313,2,4
"1860",2.366,5,2
"1861",2.004,5,3
"1862",2.31,5,2
"1863",2.407,5,2
"1864",2.391,5,1
"1865",2.41,5,1
"1866",2.168,5,3
"1867",1.839,5,3
"1868",2.322,5,3
"1869",1.331,3,3
"1870",0.9912,2,4
"1871",2.438,5,1
"1872",1.469,4,3
"1873",1.777,5,3
"1874",1.632,5,3
"1875",1.831,3,3
"1876",1.016,1,3
"1877",1.464,1,3
"1878",1.666,2,2
"1879",1.317,1,4
"1880",1.218,3,5
"1881",2.308,2,3
"1882",1.889,1,3
"1883",2.343,3,2
"1884",1.785,5,3
"1885",2.419,5,2
"1886",2.536,5,1
"1887",2.153,5,3
"1888",2.44,5,2
"1889",2.474,4,3
"1890",2.541,5,2
"1891",2.168,2,2
"1892",1.662,4,2
"1893",2.34,5,3
"1894",2.055,3,3
"1895",1.961,3,2
"1896",1.404,2,4
"1897",1.23,1,3
"1898",1.597,2,4
"1899",1.448,1,3
"1900",0.8611,2,4
"1901",2.104,1,3
"1902",1.45,4,5
"1903",2.397,1,3
"1904",2.018,2,2
"1905",1.347,2,4
"1906",1.32,5,5
"1907",2.679,5,3
"1908",2.723,5,3
"1909",2.599,4,3
"1910",1.976,5,5
"1911",1.684,2,4
"1912",1.891,2,2
"1913",1.653,2,3
"1914",1.572,5,3
"1915",1.536,5,5
"1916",1.559,5,5
"1917",1.833,5,3
"1918",2.339,1,3
"1919",2.199,1,1
"1920",1.785,4,3
"1921",2.901,1,4
"1922",2.312,1,3
"1923",1.502,1,5
"1924",1.65,4,5
"1925",1.724,4,5
"1926",1.348,4,5
"1927",1.201,1,4
"1928",1.171,1,4
"1929",1.205,1,5
"1930",1.673,1,4
"1931",1.648,1,3
"1932",1.813,1,3
"1933",2.35,1,3
"1934",1.466,1,4
"1935",1.44,1,3
"1936",2.218,1,2
"1937",2.246,1,4
"1938",1.139,2,4
"1939",2.426,3,1
"1940",2.123,3,2
"1941",2.003,3,2
"1942",2.109,1,1
"1943",1.423,1,4
"1944",2.341,4,3
"1945",2.42,4,2
"1946",1.582,4,3
"1947",1.799,4,3
"1948",1.721,4,3
"1949",2.603,3,1
"1950",2.412,4,2
"1951",2.083,1,2
"1952",1.748,3,2
"1953",1.959,1,4
"1954",1.334,1,4
"1955",1.37,2,4
"1956",2.427,1,2
"1957",1.547,1,3
"1958",1.84,3,2
"1959",2.283,1,2
"1960",1.865,2,2
"1961",2.239,2,4
"1962",1.403,3,2
"1963",1.087,1,3
"1964",2.216,3,5
"1965",1.729,1,2
"1966",1.271,2,5
"1967",1.723,3,1
"1968",1.38,1,4
"1969",2.666,2,2
"1970",2.222,1,2
"1971",1.167,1,4
"1972",1.517,2,3
"1973",2.427,2,1
"1974",1.327,1,4
"1975",2.38,1,2
"1976",1.558,1,4
"1977",1.388,1,5
"1978",1.432,1,3
"1979",2.5,1,2
"1980",1.347,1,4
"1981",2.421,2,3
"1982",2.391,1,3
"1983",2.562,1,3
"1984",2.303,2,2
"1985",1.047,2,3
"1986",1.25,2,4
"1987",2.377,1,3
"1988",2.071,1,3
"1989",1.547,1,3
"1990",1.364,2,4
"1991",2.16,1,3
"1992",0.8087,3,4
"1993",1.44,2,4
"1994",2.474,2,2
"1995",1.492,3,5
"1996",2.478,2,3
"1997",0.7339,3,4
"1998",1.831,2,4
"1999",2.692,3,2
"2000",1.498,3,4
"2001",1.478,1,4
"2002",1.396,2,3
"2003",2.032,2,3
"2004",1.458,1,4
"2005",2.258,2,3
"2006",2.226,3,4
"2007",2.364,1,3
"2008",1.688,2,3
"2009",1.379,2,3
"2010",1.52,1,3
"2011",2.253,2,3
"2012",1.753,2,4
"2013",2.248,2,3
"2014",1.565,2,2
"2015",1.931,1,4
"2016",2.134,1,3
"2017",2.049,1,3
"2018",2.476,2,3
"2019",1.873,2,2
"2020",1.255,1,4
"2021",1.268,1,3
"2022",1.557,1,3
"2023",2.217,1,3
"2024",2.217,1,3
"2025",1.974,1,3
"2026",1.698,1,3
"2027",1.559,1,3
"2028",1.34,1,3
"2029",2.023,3,1
"2030",2.368,2,1
"2031",2.096,1,4
"2032",2.469,1,2
"2033",1.581,4,3
"2034",1.795,2,2
"2035",0.883,1,4
"2036",2.143,1,3
"2037",1.318,1,3
"2038",2.304,5,2
"2039",2.242,2,3
"2040",1.285,1,4
"2041",2.336,4,1
"2042",2.292,1,4
"2043",2.282,4,2
"2044",1.924,3,2
"2045",1.906,4,3
"2046",2.186,4,3
"2047",2.45,4,1
"2048",2.099,3,2
"2049",1.659,4,2
"2050",2.321,4,2
"2051",1.756,4,4
"2052",2.381,3,3
"2053",1.863,3,3
"2054",0.6218,2,5
"2055",1.707,4,3
"2056",2.385,4,3
"2057",1.268,3,4
"2058",2.484,4,1
"2059",1.709,1,4
"2060",1.404,2,3
"2061",1.583,2,4
"2062",2.066,2,3
"2063",1.516,1,3
"2064",2.107,1,2
"2065",1.658,2,2
"2066",2.244,2,2
"2067",2.337,1,2
"2068",2.324,2,2
"2069",1.536,3,3
"2070",2.494,3,2
"2071",2.354,3,2
"2072",2.527,3,2
"2073",1.695,3,3
"2074",1.579,2,3
"2075",1.053,3,5
"2076",1.205,2,2
"2077",1.742,1,3
"2078",1.649,1,3
"2079",2.669,2,3
"2080",1.986,1,2
"2081",1.979,2,3
"2082",2.341,2,2
"2083",2.254,3,5
"2084",1.709,2,4
"2085",2.061,2,4
"2086",2.46,1,3
"2087",1.596,1,4
"2088",1.371,3,3
"2089",1.928,2,3
"2090",1.37,2,4
"2091",2.288,2,3
"2092",1.359,2,2
"2093",2.461,2,2
"2094",2.429,2,2
"2095",2.491,1,3
"2096",1.315,1,4
"2097",2.191,1,1
"2098",2.524,2,2
"2099",2.06,2,3
"2100",2.253,2,4
"2101",2.585,2,2
"2102",1.938,2,2
"2103",2.056,2,3
"2104",1.486,1,3
"2105",2.18,3,3
"2106",1.849,1,4
"2107",2.091,2,3
"2108",1.216,2,3
"2109",1.921,2,3
"2110",2.232,2,3
"2111",1.915,2,3
"2112",2.206,3,5
"2113",1.981,1,2
"2114",1.585,2,5
"2115",1.971,2,3
"2116",2.359,1,3
"2117",2.539,3,3
"2118",2.021,4,5
"2119",2.627,3,1
"2120",2.39,3,3
"2121",2.397,4,4
"2122",2.003,2,1
"2123",2.103,2,3
"2124",2.274,4,5
"2125",1.969,3,5
"2126",2.02,2,3
"2127",2.347,3,3
"2128",2.306,2,3
"2129",1.459,2,3
"2130",1.699,1,2
"2131",1.573,1,4
"2132",1.136,1,4
"2133",2.408,3,1
"2134",2.378,4,1
"2135",1.417,2,3
"2136",1.194,1,5
"2137",2.316,2,3
"2138",1.967,1,2
"2139",1.62,1,4
"2140",1.8,3,3
"2141",1.263,1,5
"2142",1.336,2,3
"2143",1.646,1,4
"2144",1.548,2,3
"2145",1.315,1,4
"2146",2.094,2,2
"2147",2.424,1,5
"2148",1.053,2,5
"2149",1.219,1,5
"2150",1.092,1,4
"2151",0.8415,1,5
"2152",2.043,1,2
"2153",2.306,1,3
"2154",1.323,2,5
"2155",2.468,1,2
"2156",2.141,1,3
"2157",1.676,1,2
"2158",2.337,1,1
"2159",1.642,1,3
"2160",1.225,1,4
"2161",1.377,1,5
"2162",1.643,1,2
"2163",2.362,3,3
"2164",1.405,3,3
"2165",2.451,4,1
"2166",2.425,3,2
"2167",2.07,2,3
"2168",1.902,3,3
"2169",2.173,1,4
"2170",1.686,2,3
"2171",1.787,3,4
"2172",2.199,4,3
"2173",1.905,1,3
"2174",1.871,3,4
"2175",1.203,3,5
"2176",2.412,2,1
"2177",1.158,1,4
"2178",2.175,3,5
"2179",1.792,3,5
"2180",1.884,3,2
"2181",1.655,3,4
"2182",1.702,2,3
"2183",1.666,2,2
"2184",1.892,2,4
"2185",2.037,3,5
"2186",1.495,1,3
"2187",2.371,1,3
"2188",1.116,1,4
"2189",1.614,2,4
"2190",2.42,1,2
"2191",1.978,3,3
"2192",2.483,2,2
"2193",2.405,3,3
"2194",0.2902,3,4
"2195",1.892,2,3
"2196",1.739,4,1
"2197",0.8485,2,3
"2198",2.499,4,2
"2199",2.014,3,3
"2200",2.235,1,3
"2201",1.218,2,4
"2202",2.246,3,2
"2203",2.448,2,3
"2204",2.232,3,2
"2205",1.846,3,3
"2206",2.328,2,1
"2207",2.324,3,3
"2208",2.405,1,3
"2209",2.535,3,2
"2210",2.064,2,3
"2211",2.505,4,3
"2212",2.339,4,1
"2213",1.523,3,3
"2214",1.397,3,3
"2215",1.283,1,3
"2216",2.393,3,3
"2217",2.465,5,3
"2218",1.674,4,3
"2219",2.41,4,3
"2220",2.461,3,1
"2221",1.566,4,3
"2222",2.309,2,3
"2223",0.8173,3,4
"2224",1.233,1,4
"2225",2.31,2,3
"2226",2.317,2,1
"2227",1.439,2,3
"2228",2.311,3,2
"2229",1.719,2,2
"2230",2.22,2,2
"2231",1.743,2,3
"2232",2.421,2,2
"2233",1.418,1,3
"2234",1.978,1,2
"2235",1.226,2,4
"2236",2.24,1,1
"2237",2.193,3,1
"2238",2.436,2,2
"2239",1.68,1,3
"2240",2.231,3,2
"2241",2.425,3,2
"2242",2.237,3,3
"2243",1.026,1,2
"2244",1.666,1,3
"2245",2.195,2,2
"2246",2.094,4,3
"2247",2.548,4,1
"2248",2.561,4,2
"2249",2.585,4,2
"2250",2.458,5,2
"2251",2.136,4,1
"2252",1.708,4,3
"2253",1.656,3,2
"2254",2.258,2,2
"2255",1.658,3,3
"2256",2.214,3,3
"2257",2.352,3,4
"2258",2.473,4,3
"2259",2.538,4,1
"2260",2.313,4,3
"2261",2.11,4,2
"2262",2.204,4,2
"2263",2.352,3,3
"2264",2.008,2,2
"2265",2.603,2,3
"2266",2.408,3,2
"2267",2.422,2,3
"2268",1.681,1,4
"2269",1.032,3,3
"2270",2.1,3,3
"2271",2.207,3,3
"2272",2.523,2,1
"2273",2.285,1,1
"2274",2.552,2,2
"2275",2.392,3,4
"2276",2.019,3,3
"2277",2.291,2,2
"2278",1.468,1,3
"2279",2.412,2,2
"2280",2.398,2,1
"2281",2.31,2,3
"2282",2.489,2,1
"2283",1.511,2,3
"2284",2.536,2,1
"2285",1.114,3,3
"2286",2.326,2,3
"2287",1.901,1,2
"2288",2.245,2,3
"2289",1.782,3,4
"2290",0.9908,3,3
"2291",2.34,3,1
"2292",2.535,3,1
"2293",2.7,3,5
"2294",1.817,3,5
"2295",2.175,1,2
"2296",2.125,1,3
"2297",1.71,2,5
"2298",2.252,3,3
"2299",2.051,3,5
"2300",1.774,3,5
"2301",1.742,2,2
"2302",1.814,1,3
"2303",1.533,3,5
"2304",2.293,2,2
"2305",2.446,3,3
"2306",1.78,3,5
"2307",1.607,1,3
"2308",1.327,3,5
"2309",2.507,4,2
"2310",1.495,4,3
"2311",1.538,3,5
"2312",2.156,3,3
"2313",2.524,4,3
"2314",2.472,4,3
"2315",2.611,4,1
"2316",2.14,3,5
"2317",1.346,1,4
"2318",1.397,1,5
"2319",1.422,3,5
"2320",1.34,2,5
"2321",1.864,2,4
"2322",2.43,2,1
"2323",2.057,1,2
"2324",1.638,1,4
"2325",1.341,3,5
"2326",1.79,2,3
"2327",2.408,2,2
"2328",2.375,2,3
"2329",1.765,3,3
"2330",2.472,2,2
"2331",0.8631,3,4
"2332",2.067,2,3
"2333",2.509,3,3
"2334",2.166,2,3
"2335",2.178,3,3
"2336",1.764,1,4
"2337",1.701,4,3
"2338",1.823,4,2
"2339",1.928,2,3
"2340",1.347,3,3
"2341",2.061,2,3
"2342",2.497,3,2
"2343",1.389,2,3
"2344",1.302,1,3
"2345",1.174,3,2
"2346",1.33,2,3
"2347",2.447,3,1
"2348",2.109,2,4
"2349",2.112,2,2
"2350",2.272,3,3
"2351",2.353,1,1
"2352",1.484,1,3
"2353",2.447,1,2
"2354",1.833,2,1
"2355",2.58,2,1
"2356",1.648,3,4
"2357",2.122,3,2
"2358",1.312,1,5
"2359",1.849,2,2
"2360",2.251,2,2
"2361",2.495,2,2
"2362",1.582,2,2
"2363",2.407,2,2
"2364",2.339,2,2
"2365",2.506,2,2
"2366",2.19,2,2
"2367",2.327,1,2
"2368",2.623,1,1
"2369",1.112,3,3
"2370",2.411,3,3
"2371",1.873,3,2
"2372",2.261,1,2
"2373",1.574,3,3
"2374",2.37,2,3
"2375",2.267,4,2
"2376",1.967,4,3
"2377",2.459,3,3
"2378",2.779,4,5
"2379",2.387,4,2
"2380",2.355,5,3
"2381",1.655,5,2
"2382",2.121,5,3
"2383",1.807,4,2
"2384",2.481,3,2
"2385",1.585,1,3
"2386",2.155,3,3
"2387",2.106,4,2
"2388",2.437,4,2
"2389",2.289,3,2
"2390",1.853,1,3
"2391",1.223,1,5
"2392",1.703,3,3
"2393",1.291,1,3
"2394",1.378,2,4
"2395",1.301,4,3
"2396",2.141,1,2
"2397",2.496,3,1
"2398",2.577,4,2
"2399",1.882,4,4
"2400",1.511,1,4
"2401",2.374,3,3
"2402",1.65,3,3
"2403",1.546,2,3
"2404",1.425,1,3
